id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.lincsproject.org/	LDG-1159	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1159	2013-10-16T00:00:00+00:00		GDC-0879 KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of GDC-0879.
https://www.lincsproject.org/	LDG-1043	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1043	2011-11-21T00:00:00+00:00		GDC-0941 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GDC-0941 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1130	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1130	2013-10-16T00:00:00+00:00		GDC-0941 KINOMEscan-2	-
https://www.lincsproject.org/	LDG-1288	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1288	2016-05-26T00:00:00+00:00		GDC-0941 KINOMEscan-3	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GDC-0941 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1154	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1154	2013-10-16T00:00:00+00:00		GSK-1363089 KINOMEscan	-
https://www.lincsproject.org/	LDG-1168	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1168	2013-10-16T00:00:00+00:00		GSK-1838705A KINOMEscan	-
https://www.lincsproject.org/	LDG-1172	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1172	2013-10-16T00:00:00+00:00		GSK-461364A KINOMEscan	-
https://www.lincsproject.org/	LDG-1147	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1147	2013-10-16T00:00:00+00:00		GSK-690693 KINOMEscan	-
https://www.lincsproject.org/	LDG-1068	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1068	2012-08-10T00:00:00+00:00		GSK1059615 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GSK1059615 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1067	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1067	2012-08-10T00:00:00+00:00		GSK2126458 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GSK2126458 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1015	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1015	2011-07-15T00:00:00+00:00		GSK429286A KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GSK429286A at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1016	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1016	2011-07-15T00:00:00+00:00		GSK461364 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GSK461364 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1007	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1007	2011-07-15T00:00:00+00:00		GW-5074 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GW-5074 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1071	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1071	2011-07-15T00:00:00+00:00		GW-5074 KiNativ -- dose response experiment	-
https://www.lincsproject.org/	LDG-1017	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1017	2011-07-15T00:00:00+00:00		GW843682 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of GW843682 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1139	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1139	2013-10-16T00:00:00+00:00		Gefitinib KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of Gefitinib.
https://www.lincsproject.org/	LDG-1334	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1334	2017-05-02T00:00:00+00:00		Growth factor-induced ERK activity and FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line. Dataset 1 of 1: single-cell reporter measurements.	
https://www.lincsproject.org/	LDG-1335	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1335	2017-05-02T00:00:00+00:00		Growth factor-induced ERK activity pulsing dynamics in a mammary epithelial cell line. Dataset 1 of 3: single-cell reporter measurements.	
https://www.lincsproject.org/	LDG-1336	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1336	2017-05-02T00:00:00+00:00		Growth factor-induced ERK activity pulsing dynamics in a mammary epithelial cell line. Dataset 2 of 3: single-cell reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1337	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1337	2017-05-02T00:00:00+00:00		Growth factor-induced ERK activity pulsing dynamics in a mammary epithelial cell line. Dataset 3 of 3: mean reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1325	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1325	2017-05-02T00:00:00+00:00		Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 1 of 3: single-cell reporter measurements.	
https://www.lincsproject.org/	LDG-1326	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1326	2017-05-02T00:00:00+00:00		Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 2 of 3: single-cell reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1327	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1327	2017-05-02T00:00:00+00:00		Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 3 of 3: mean reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1304	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1304	2016-12-22T00:00:00+00:00		Growth rate-corrected (GR) dose-response metric signatures across a panel of 71 breast cancer cell lines treated with a library of small molecule and antibody perturbagens. Dataset 3 of 4: Median, upper quartile, and lower quartile GR metrics per perturbagen. 	
https://www.lincsproject.org/	LDG-1305	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1305	2016-12-22T00:00:00+00:00		Growth rate-corrected (GR) dose-response metric signatures across a panel of 71 breast cancer cell lines treated with a library of small molecule and antibody perturbagens. Dataset 4 of 4: Median, upper quartile, and lower quartile GR metrics per perturbagen class.	
https://www.lincsproject.org/	LDG-1302	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1302	2016-12-22T00:00:00+00:00		Growth rate-corrected (GR) dose-response metrics across a panel of 71 breast cancer cell lines treated with a library of small molecule and antibody perturbagens. Dataset 1 of 4: Relative cell counts and normalized growth rate inhibition values across technical replicates.	
https://www.lincsproject.org/	LDG-1303	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1303	2016-12-22T00:00:00+00:00		Growth rate-corrected (GR) dose-response metrics across a panel of 71 breast cancer cell lines treated with a library of small molecule and antibody perturbagens. Dataset 2 of 4: Calculated dose-response metrics. 	
https://www.lincsproject.org/	LDG-1117	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1117	2013-07-08T00:00:00+00:00		HG-14-10-04 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HG-14-10-04 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1116	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1116	2013-07-08T00:00:00+00:00		HG-14-8-02 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HG-14-8-02 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1034	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1034	2011-11-21T00:00:00+00:00		HG-5-113-01 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HG-5-113-01 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1035	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1035	2011-11-21T00:00:00+00:00		HG-5-88-01 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HG-5-88-01 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1076	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1076	2012-05-09T00:00:00+00:00		HG-6-64-01 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1006	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1006	2011-07-15T00:00:00+00:00		HG-6-64-1 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HG-6-64-1 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1115	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1115	2013-07-08T00:00:00+00:00		HG-9-91-01 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HG-9-91-01 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1036	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1036	2011-11-21T00:00:00+00:00		HKI-272 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of HKI-272 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1173	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1173	2013-10-16T00:00:00+00:00		HKI-272 KINOMEscan-2	-
https://www.lincsproject.org/	LDG-1240	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1240	2015-12-16T00:00:00+00:00		High-content imaging of six breast cancer cell lines treated with a library of small molecule kinase inhibitors.	-
https://www.lincsproject.org/	LDG-1236	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1236	2015-09-15T00:00:00+00:00		Highly multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the COLO 858 melanoma cell line	-
https://www.lincsproject.org/	LDG-1301	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1301	2016-09-29T00:00:00+00:00		Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with EGF or four kinase inhibitors	
https://www.lincsproject.org/	LDG-1328	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1328	2017-05-02T00:00:00+00:00		IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 1 of 3: single-cell reporter measurements.	
https://www.lincsproject.org/	LDG-1329	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1329	2017-05-02T00:00:00+00:00		IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 2 of 3: single-cell reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1330	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1330	2017-05-02T00:00:00+00:00		IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 3 of 3: mean reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1151	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1151	2013-10-16T00:00:00+00:00		INCB018424 KINOMEscan	-
https://www.lincsproject.org/	LDG-1207	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1207	2015-04-17T00:00:00+00:00		Ibrutinib KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of Ibrutinib at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1295	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1295	2016-03-04T00:00:00+00:00		Ibrutinib KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1176	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1176	2013-10-16T00:00:00+00:00		Imatinib KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of Imatinib.
https://www.lincsproject.org/	LDG-1031	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1031	2011-07-15T00:00:00+00:00		JNK-9L KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of JNK-9L at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1388	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1388	2017-09-29T00:00:00+00:00		JNK-IN-11 KINOMEscan	
https://www.lincsproject.org/	LDG-1064	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1064	2012-04-30T00:00:00+00:00		JNK-IN-5A KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of JNK-IN-5A at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1293	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1293	2015-10-08T00:00:00+00:00		JNK-IN-8 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of JNK-IN-8 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1294	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1294	2015-10-08T00:00:00+00:00		JNK-IN-8 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1091	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1091	2013-04-01T00:00:00+00:00		JW-7-24-1 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of JW-7-24-1 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1029	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1029	2011-07-15T00:00:00+00:00		JWE-035 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of JWE-035 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1083	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1083	2013-01-10T00:00:00+00:00		JWE-035 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1041	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1041	2011-11-21T00:00:00+00:00		KIN001-127 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of KIN001-127 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1025	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1025	2011-07-15T00:00:00+00:00		KIN001-220 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of KIN001-220 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1100	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1100	2013-04-01T00:00:00+00:00		KU63794 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of KU63794 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1163	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1163	2013-10-16T00:00:00+00:00		KW-2449 KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of KW-2449.
https://www.lincsproject.org/	LDG-1161	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1161	2013-10-16T00:00:00+00:00		Ki-20227 KINOMEscan	-
https://www.lincsproject.org/	LDG-1199	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1199	2014-05-30T00:00:00+00:00		L1000 Dataset -small molecule perturbagens- LINCS Joint Project	Transcriptional profiles of cultured human breast cancer cell lines treated with small molecules: 5 cell lines are treated with 109 small molecules and the expression of 978 representative genes is measured, as a part of the LINCS Joint Project.
https://www.lincsproject.org/	LDG-1188	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1188	2014-05-30T00:00:00+00:00		L1000 Dataset -small molecule perturbagens- LINCS Phase 1	Transcriptional profiles of cultured human cancer cell lines treated with small molecules: Expression of 978 representative genes is measured in 39 cell lines perturbed by 13 thousands of small molecules.
https://www.lincsproject.org/	LDG-1227	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1227	2015-06-30T00:00:00+00:00		L1000 Dataset -small molecule perturbagens- LINCS Phase 2 (June 2015)	Transcriptional profiles of multiple cells treated with small molecule perturbagens: The expression level is measured for 978 representative genes in 15 cell lines treated with 241 small molecules.
https://www.lincsproject.org/	LDG-1198	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1198	2014-05-30T00:00:00+00:00		L1000 Dataset -small molecule perturbagens- LINCS Trans-Center Project	Transcriptional profiles of cultured human breast and prostate cancer cell lines treated with small molecules: 6 cancer cell lines are treated with 6 small molecules, as a part of the LINCS Trans-Center Project. The expression level for 978 representative genes is measured.
https://www.lincsproject.org/	LDG-1264	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1264	2015-12-31T00:00:00+00:00		L1000 Dataset -small molecule, CRISPR perturbagens- LINCS Phase 2 (December 2015)	Transcriptional profiles of multiple cell and perturbation types: 23 cells are treated with 311 chemical perturbagens and CRISPR reagents. The expression level for 978 representative genes is measured.
https://www.lincsproject.org/	LDG-1312	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1312	2016-03-06T00:00:00+00:00		L1000 Dataset -small molecule, CRISPR perturbagens- LINCS Phase 2 (March 2017)	Transcriptional profiles of multiple cell and perturbation types: cells are treated with chemical perturbagens and CRISPR reagents. The expression level for 978 representative genes is measured.
https://www.lincsproject.org/	LDG-1191	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1191	2014-05-30T00:00:00+00:00		L1000 gene expression profiling assay - DOS small molecule perturbagens	Transcriptional profiles of U2 OS cell line treated with ~21 thousands of compounds from diversity-oriented-synthesis (DOS) library.
https://www.lincsproject.org/	LDG-1313	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1313	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 1 of 9: Cell count and normalized growth rate inhibition values for biological replicate 1	
https://www.lincsproject.org/	LDG-1314	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1314	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 2 of 9: Cell count and normalized growth rate inhibition values for biological replicate 2	
https://www.lincsproject.org/	LDG-1315	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1315	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 3 of 9: Cell count and normalized growth rate inhibition values for biological replicate 3	
https://www.lincsproject.org/	LDG-1316	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1316	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 4 of 9: Mean cell count and mean normalized growth rate inhibition values for biological replicate 1	
https://www.lincsproject.org/	LDG-1317	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1317	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 5 of 9: Mean cell count and mean normalized growth rate inhibition values for biological replicate 2	
https://www.lincsproject.org/	LDG-1318	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1318	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 6 of 9: Mean cell count and mean normalized growth rate inhibition values for biological replicate 3	
https://www.lincsproject.org/	LDG-1319	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1319	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 7 of 9: Calculated dose-response metrics for biological replicate 1	
https://www.lincsproject.org/	LDG-1320	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1320	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 8 of 9: Calculated dose-response metrics for biological replicate 2	
https://www.lincsproject.org/	LDG-1321	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1321	2017-02-07T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 9 of 9: Calculated dose-response metrics for biological replicate 3	
https://www.lincsproject.org/	LDG-1432	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1432	2019-06-27T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Repeat performed by Scientist A in 2019 to assess reproducibility. Dataset 1 of 2: Normalized growth rate inhibition values. 	
https://www.lincsproject.org/	LDG-1435	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1435	2019-06-27T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Repeat performed by Scientist A in 2019 to assess reproducibility. Dataset 2 of 2: Calculated dose response metrics.	
https://www.lincsproject.org/	LDG-1433	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1433	2019-06-27T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Repeat performed by Scientist B in 2019 to assess reproducibility. Dataset 1 of 2: Normalized growth rate inhibition values. 	
https://www.lincsproject.org/	LDG-1436	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1436	2019-06-27T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Repeat performed by Scientist B in 2019 to assess reproducibility. Dataset 2 of 2: Calculated dose response metrics.	
https://www.lincsproject.org/	LDG-1437	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1437	2019-06-27T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Repeat performed by Scientist C in 2019 to assess reproducibility. Dataset 2 of 2: Calculated dose response metrics.	
https://www.lincsproject.org/	LDG-1434	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1434	2019-06-27T00:00:00+00:00		LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Repeat performed by Scientist C to assess reproducibility. Dataset 1 of 2: Normalized growth rate inhibition values. 	
https://www.lincsproject.org/	LDG-1341	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1341	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with 8 small molecule perturbagens. Dataset 1 of 6: Cytosolic fluorescent intensity measurements at 24 hr.	
https://www.lincsproject.org/	LDG-1342	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1342	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with 8 small molecule perturbagens. Dataset 2 of 6: Nuclear fluorescent intensity measurements at 24 hr.	
https://www.lincsproject.org/	LDG-1343	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1343	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with 8 small molecule perturbagens. Dataset 3 of 6: Cytosolic fluorescent intensity measurements at 48 hr.	
https://www.lincsproject.org/	LDG-1344	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1344	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with 8 small molecule perturbagens. Dataset 4 of 6: Nuclear fluorescent intensity measurements at 48 hr.	
https://www.lincsproject.org/	LDG-1345	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1345	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with 8 small molecule perturbagens. Dataset 5 of 6: Cytosolic fluorescent intensity measurements at 72 hr.	
https://www.lincsproject.org/	LDG-1346	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1346	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Highly-multiplexed imaging by Cyclic Immunofluorescence (CycIF) of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with 8 small molecule perturbagens. Dataset 6 of 6: Nuclear fluorescent intensity measurements at 72 hr.	
https://www.lincsproject.org/	LDG-1347	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1347	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 1 of 15: End-point cell counts and normalized growth rate inhibition values for all technical replicates of biological replicate 1.	
https://www.lincsproject.org/	LDG-1356	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1356	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 10 of 15: Time-dependent mean normalized growth rate inhibition values for biological replicate 1.	
https://www.lincsproject.org/	LDG-1357	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1357	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 11 of 15: Time-dependent mean normalized growth rate inhibition values for biological replicate 2.	
https://www.lincsproject.org/	LDG-1358	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1358	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 12 of 15: Time-dependent mean normalized growth rate inhibition values for biological replicate 3.	
https://www.lincsproject.org/	LDG-1359	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1359	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 13 of 15: Time-dependent dose-response metrics for biological replicate 1.	
https://www.lincsproject.org/	LDG-1360	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1360	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 14 of 15: Time-dependent dose-response metrics for biological replicate 2.	
https://www.lincsproject.org/	LDG-1361	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1361	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 15 of 15: Time-dependent dose-response metrics for biological replicate 3.	
https://www.lincsproject.org/	LDG-1348	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1348	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 2 of 15: End-point cell counts and normalized growth rate inhibition values for all technical replicates of biological replicate 2.	
https://www.lincsproject.org/	LDG-1349	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1349	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 3 of 15: End-point cell counts and normalized growth rate inhibition values for all technical replicates of biological replicate 3.	
